sentiment,text
neutral,"at this stage , a maximum of 60 , 000 tulikivi series a shares will be acquired , representing about 0.16 per cent of the company - s shares outstanding"
neutral,"alexandria , va. , oct. 3 -- markka a. oksanen and harald kaaja , both of helsinki , finland , juha salokannel of kangasala , finland , and arto palin of viiala , finland , have developed a system for providing communications security"
negative,"however , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect"
neutral,all depends on financing
neutral,"utah s capital wanted to be the next u.s. headquarters of amer sports corp. , a ski-equipment company"
neutral,nordic infrastructure construction is one of our strategic growth areas
positive,ramirent s danish subsidiary ramirent a-s has today signed an agreement to acquire the business assets of the machinery rental company jydsk materiel udlejning located in west jutland
neutral,the transaction is expected to be completed next spring
neutral,a meeting of glisten shareholders to vote on the bid will be held on 12 march
positive,"helsinki afx - kci konecranes said it has raised its stake in mmh holdings inc , the owner of us-based morris materials handling , to 90.9 pct from 74.5 pct"
positive,"lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters"
neutral,n-viro operates processing facilities independently as well as in partnership with municipalities
neutral,"in the spring 2006 , a total of 386 , 530 stock options 2002 b were annulled"
neutral,"previously , vaahto pulp has supplied headboxes with rectifier roll and dilution control technology for stora enso s mill in imatra , eastern finland"
negative,- the group - s result before taxes was eur -1.9 ( -3.0 ) million
positive,sales increased due to growing market rates and increased operations
negative,the acquisition of + landsbanken sverige in 2009 burdened the performance with eur 3.0 mn
neutral,other shareholder entitlements became effective today
positive,"nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter"
positive,"the last quarter was the best quarter of 2009 in net_sales , and the operating margin rose to 12.2 %"
neutral,the emerging markets that raisio has chosen to enter so far are marked by relatively low per capita food consumption
positive,"when the situation normalises , the company will be able to increase the amount of residential units for sale in st petersburg and moscow , in particular"
neutral,"the swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in finland"
positive,it will focus on improving its profitability next year by streamlining operations
positive,finnish okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and norwegian solar wafer company norsun have signed a contract under which okmetic will supply norsun mono silicon crystals for use in solar cell manufacturing
neutral,"method and system for controlling a hard disk drive using a multimediacard physical interface was invented by marko ahvenainen ruutana , finland"
neutral,"fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , wartsila corporation"
neutral,"water treatment products in australia today , global research & data services is going to publish a market analysis about the market for chemical water treatment products in australia"
neutral,"with this subscription , fortum s ownership in tgk- 10 has increased to slightly over 76 % of shares and voting rights"
neutral,the total value of the deal is usd 29 mn
neutral,"the share capital of alma media corporation business id 1944757-4 is eur 44 , 767 , 513.80 and it is divided into 74 , 612 , 523 shares"
neutral,operating_profit for the quarter april-june 2006 amounted to eur 42.9 m on net_sales of eur 156.3 m. @ neutral poyry s net_sales in 2007 amounted to about eur 720 million and it employs 7400 experts
neutral,valmet automotive reports net_sales of eur 85 mn and operating_profit of eur 8 mn
neutral,"in addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections"
positive,"helsingin uutiset , vantaan sanomat and lansivayla reach some 385 , 000 readers , or more than 40 % of the consumers in the greater helsinki region"
neutral,"neste oil corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels"
neutral,"a total six of the polled analysts rated m-real -- two gave buy - accumulate , three gave hold and only one gave sell"
positive,the company expects its net_sales in the first half of 2008 to reach the previous year s level
neutral,"there have been 15 initial public offerings announced in sweden this year , compared with two during the same period a year earlier , bloomberg data shows"
neutral,and ogden reportedly will shell out $ 4.2 million
positive,"in the beginning of this year , wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel"
positive,finnish cutlery and hand tools maker fiskars oyj abp ( hel : fisas ) said today its net profit rose to eur 24.1 million ( usd 33.6 m ) in the third quarter of 2010 from eur 17.9 million a year earlier
neutral,"the companies will divest to upm fray bentos pulp mill and forestal oriental , a company specialising in eucalyptus cultivation"
neutral,uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company
positive,"hk ruokatalo now accounts for about 50 % of poultry sales in finland , and profitability is at a good level"
neutral,"in finland , export industry forms a large clientele for the packaging industry"
positive,unit costs for flight operations fell by 6.4 percent
neutral,"latin america currently accounts for approximately 40 % of sales at finnish bss-oss and vas supplier for telecoms operators tecnotree , company president and ceo eero mertano told bnamericas"
neutral,the winner does not have to be present to win
negative,"operating_profit , excluding non-recurring items , totalled eur 2.2 mn , down from eur 2.7 mn in the corresponding period in 2008"
positive,"cooper sh , the uk distributor for lift equipment manufacturer konecranes , won the five-year deal which involves low maintenance and fuel saving technologies"
neutral,mursula said they tried to gather macro-economic perspective to see how malaysia was doing
neutral,the corrected chapter is in its entirety below
positive,acquisitions have been made and businesses have been well integrated
positive,"comptel , a vendor of dynamic operations support system ( oss ) software , has been selected by orascom telecom ( oth ) as partner for provisioning and activation solutions for mobile services"
neutral,"honkarakenne also decided yesterday to sell 88 , 500 of its b series shares to key staff members for eur 2.9 per share"
neutral,this lays a foundation for sustainable business development for the long term
positive,"profitability ( ebit % ) was 13.9 % , compared to 13.1 % in the previous-year period"
neutral,basic banking activities continued as normal
neutral,"tekla will organize an information meeting for analysts and media at wtc helsinki marski meeting room , aleksanterinkatu 17 , the same day at 12 : 30 - 1 : 30 p.m. light lunch will be served"
negative,profit before taxes decreased to eur 31.6 mn from eur 50.0 mn the year before
positive,nordea sees a return to positive growth for the baltic countries in 2011
positive,merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from neutral to buy in may
neutral,the terms and conditions of stock option scheme 2004 are available on the group s website
neutral,"includes company and brand share data by category , as well as distribution channel data"
positive,services supplier efore plc to streamline operations in finland and the us finnish electronic systems and services supplier efore plc ( omx helsinki : efo 1 v ) said on tuesday ( 3 february ) that it has initiated statutory negotiations regarding a streamlining of its operations in finland
neutral,the company expects sales revenue of rmb 8.0 billion in 2009
positive,"according to viking line s managing director , nils-erik eklund , the company s board of directors is very satisfied with viking line s performance"
neutral,"it s finger-friendly , and to my opinion , really fast"
neutral,"the building will house , for example , respecta oy s jyvaskyla premises , as well as other companies to be announced later , says samuel koivisto , director of technopolis operations in jyvaskyla"
neutral,"risk exposure by non-life insurance moving 12 -month expenses by function in non-life insurance excluding expenses for investment management and expenses for other services rendered non-life insurance investment portfolio by allocation @ neutral secure your files online like filling out a tax return , making a backup is boring"
neutral,"it comes complete with an lcd touch screen system for selection of your chosen function and prices start at around the pounds 4 , 805 mark"
positive,"3 february 2011 - finnish broadband data communication systems provider teleste oyj hel : tlt 1 v said yesterday its net profit rocketed to eur 4.8 m in 2010 from eur 416 , 000 in 2009 and it lifted its dividend proposal"
neutral,"under the agreement , japrotek will deliver nine storage tanks in the volume range of 1 , 000 cu m to 3 , 000 cu m with included agitators"
positive,"to our members and partners , the use of it will mostly be apparent in the increased efficiency of the results service , observes perttu puro from tradeka"
neutral,"the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila s factory at khopoli , near mumbai"
negative,helsinki ( afx ) - kci konecranes said that franklin resources inc s share of voting rights in the finnish cranes company fell last week to 4.65 pct from more than 9 pct in october 2005
negative,"the dollar fell , though , against the pound and the yen"
neutral,"the business area has operations in finland , sweden , denmark , estonia , latvia and lithuania"
positive,the combined activities will create value for shareholders and be good for our employees and customers
neutral,"mercator will use the software for its logistic , retail and wholesale operations in slovenia and its other markets in southeastern europe"
positive,10 february 2011 - finnish media company sanoma oyj hel : saa 1 v said yesterday its 2010 net profit almost tripled to eur 297.3 m from eur 107.1 m for 2009 and announced a proposal for a raised payout
neutral,sampo plc jarmo salonen head of investor relations and group communications tel . +358 10516 0030 distribution : nasdaq omx helsinki the principal media financial supervisory authority www.sampo.com this announcement is distributed by thomson reuters on behalf of thomson reuters clients
positive,"operating_profit totalled eur 83.0 mn , up from eur 23.5 mn year-on-year"
neutral,"paper company m-real calculated that if 100 , 000 biscuit cartons are made using a 25 gsm lighter board , the co 2 saved over the course of 12 months would be equal to that generated by driving 1 , 000 km by car"
positive,"the service is intended to allow the people of thirteen mediterranean countries to reach the baltic more rapidly , with a single carrier"
neutral,"the company said that currently the french distribution unit ragot is located in loudeac , normandy , the distribution unit waterqueen and line supplier tortue in saint marcel in mid-france and the hook manufacturing unit vmc and hook distribution unit vmc europe in morvillars"
positive,"net_sales will , however , increase from 2005"
positive,the company s strength is its apetit brand
neutral,the company operates power plants in the tyumen and chelyabinsk regions and in the khanty-mansi autonomous district
neutral,-- christine idzelis eqt partners sheds salcomp swedish financial investor eqt partners is selling a majority of its stake in mobile phone charger manufacturer salcomp oyj to nordic investment company nordstjernan ab
positive,the group aims to increase its net_sales and comparable operating_profit in 2006
neutral,"basware is headquartered in espoo , finland"
positive,"for the full 2010 the company expects its net_sales and operating_result to improve from the previous year , saying that a positive operating_result and its amount will depend on the order intake by the end of the summer"
neutral,"the report goes on to provide detailed profiles of ten leading european specialty chemicals companies , and brief profiles of other major players"
neutral,"the new company will likely hold an ipo on the nyse or another international stock exchange , according to altimo which manages the alfa group s telecommunications assets and teliasonera s agreement , which has been published on the website of the u.s. securities and exchange commission"
neutral,as a part of the agreement 10 employees from the john deere forestry documentation functions will transfer to dokumentori oy
neutral,"based on the design of previous handsets , the nokia e 72 and nokia e 63 this symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through mail for exchange and ibm lotus notes traveler"
neutral,the orders also include a few high-power drives for the control of seismic compressors
neutral,the negotiations concern 246 salaried and senior salaried employees and are scheduled to be completed in six weeks
negative,"finnish electronics contract manufacturer scanfil reports net_sales of eur 58.9 mn in the second quarter of 2007 , down from eur 62.4 mn a year earlier"
negative,"in addition , the production at the varpaisj+ rvi factory will be stopped at the beginning of april 2009"
negative,"temporary lay-offs , affecting the entire workforce , will also be implemented"
neutral,"russia accounted for 9 % of the lagardere magazine division s revenue , or eur 114.40 mn ( usd 148.11 mn ) in 2009 , the usa - for 18 %"
negative,"operating_profit for the 12 -month period decreased from eur 28.2 m while net turnover increased from eur 313.42 m , as compared to the financial year 2004"
neutral,"upm-kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products"
neutral,"financial , strategic and operational factors are considered"
neutral,tn means that the handset supports teliasonera s telia navigator global positioning system service
negative,"the steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations"
neutral,zao yit moskovia builds housing in moscow and its surrounding cities
positive,profit for the period was eur 15.6 mn compared to eur 14.1 mn in 2007
neutral,the total investment of the project will be approximately eur 36 m
neutral,the earnings in the comparative period included a capital gain of eur 8 mn from the sale of omx shares
positive,metsaliitto said that it will book a minor gain of less than eur 1.0 m from the transaction
neutral,"the report profiles 614 companies including many key and niche players worldwide such as black & decker corporation , fiskars corporation , fiskars brands , inc. , husqvarna outdoor products inc. , k+s group , ryobi technologies , inc. , the scotts miracle-gro company , and van group , inc ."
positive,orion pharma s operating_profit increased by 42.5 % from 2004
neutral,"vacon controls a further 5 % of the company via investment fund power fund i. eur 1.0 = usd 1.397 @ neutral this order is included in wartsila s order book in the second quarter , the company added"
neutral,a broad range of connectivity options including 3 g - hspa and wi-fi gives consumers high speed access to the internet
positive,"both operating_profit and turnover for the six-month period increased , respectively , from eur 17.6 m and eur 1149.9 m , as compared to the corresponding period in 2007"
neutral,"koff s market_share of the volume of the market was 23.4 % , karhu s 21.4 %"
neutral,"an of the invention , released by the patent office , said : a non-coherent search matrix is formed of said correlation function matrix"
positive,"adp news - nov 13 , 2008 - finnish printed circuit board pcb maker aspocomp group oyj omx : acg 1 v said today that its net_loss narrowed to eur 2 million usd 2.5 m in the first nine months of 2008 from eur 57 @ positive metsaliitto , however , narrowed its net_loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago"
neutral,both sources said nokia would unveil its new phone code-named tube on oct. 2 at an analyst and media event in london
neutral,finnish rautaruukki s engineering division ruukki engineering will re-organise its operations in the mo i rana plant in norway
positive,"the respondents praised finnair s reliability , finnishness , and understanding of its target group"
neutral,"following the increase , huhtamaki oyj s registered share capital is eur 358 , 706 , 290.00 and the number of shares outstanding is 105 , 501 , 850"
neutral,the handset maker did not disclose any financial details
neutral,get midnighttrader in realtime : this report is delayed
positive,"on wednesday he announced that the government would propose granting a licence for two reactors , one to be built by fennovoima , and the other by tvo"
neutral,"the talks involved the food and ingredients divisions , as well as group service functions , the company said"
negative,finnish retail software developer aldata solution oyj reported a net_loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006
neutral,"the commission found evidence of several meetings to discuss the cartel , including one in a brussels restaurant in november 1997 at which the companies discussed price increases"
positive,"we can choose the most efficient , best overall value option for our customers already at the bidding stage"
positive,"the financial impact is estimated to be an annual improvement of eur 2.0 m in the division s results , as of fiscal year 2008"
neutral,cargotec will also move hallberg-ivarsson s service and installation business under the same roof with its service center for kalmar and macgregor solutions in gothenburg
negative,operating_profit excluding non-recurring items was eur 7.8 million compared to eur 11.2 million
positive,"we re delighted with the move says morna cowie , co-owner , above , it s double the size of our current shop and has a lovely feel to it . @ positive the main strength of the cooperation project lies in merging the know-how of two large companies"
neutral,"the machine will have an annual production capacity of 200 , 000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , stora enso said"
neutral,the power generated annually by loviisa covers about 10 % of finland s electricity consumption
neutral,"the donations are granted to aalto university and the universities of helsinki , tampere , turku , eastern finland , jyv+ skyl+ , oulu and vaasa , and to polytechnics to be announced later"
neutral,net_sales in 2008 are expected to be on the same level as in 2007
neutral,the sale of the food potato business is part of raisio s plan to streamline and clarify its business operations
positive,"tiimari , the finnish retailer , reported to have geenrated quarterly revenues totalling eur 1.3 mn in the 4 th quarter 2009 , up from eur 0.3 mn loss in 2008"
neutral,"in a release on oct. 28 , peab said the two businesses will continue to be conducted under the brands cliffton and stockholm entreprenad , both part of the peab group"
positive,"finnish flexible packaging manufacturer suominen corporation reports net_sales of eur 54.5 mn in the first quarter of 2008 , compared with eur 54.3 mn a year earlier"
positive,efficiency programs totalling 100 million euros are under way in finnair
positive,altia s operating_profit jumped to eur 47 million from eur 6.6 million
positive,"both operating_profit and net_sales for the six-month period increased , respectively from eur 0.4 m and eur 3.2 m , as compared to the corresponding period in 2005"
positive,"for teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products"
neutral,olli-pekka kallasvuo was elected as vice chairman of the board
positive,sanoma magazines net_sales are estimated to grow in 2006
negative,scanfil issued a profit warning on 10 april 2006
positive,"via the move , the company aims annual savings of some eur 3 m , the main part of which are expected to be realized this year"
negative,"in 2009 , stora enso s net_loss was eur 879.7 million compared to eur 673.4 million in the previous year"
positive,"we have significant experience in smartphone functionality , in the development of mobile internet services , and in uniting the two into a smooth user experience"
negative,cramo slipped to a pretax loss of eur 6.7 million from a pretax profit of eur 58.9 million
neutral,"in 2009 , kone had annual net_sales of eur 4.7 billion and approximately 34 , 000 employees"
positive,rapala estimates its net_sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates
neutral,a cut above bring the outdoors in with these birch-branch coasters
neutral,"the total investment in the company will be eur 58 m , of which wartsila s share will be eur 29 m"
neutral,"thus the group s balance sheet will have about eur 25.8 million of goodwill , the company added"
neutral,"according to gran , the company has no plans to move all production to russia , although that is where the company is growing"
neutral,financing of the project will come mainly from china
neutral,the diameter protocol is developed according to the standards ietf rfc 3588 and ietf rfc 3539
negative,"the baltimore police and fire pension , which has about $ 1.5 billion , lost about $ 3.5 million in madoff ponzi scheme"
neutral,"as a part of the plan , the board of directors decided to transfer a maximum of 330 , 000 shares held by the company in a share issue against payment directed to aspo management oy , a holding company acquired by the management"
neutral,"finnish holding company panostaja oyj said on june 12 , 2007 it has signed a letter of intent to acquire local lahden lampokasittely oy and heatmasters oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln )"
neutral,"the 10 , 000 -odd square metre plot that stockmann has bought for the nevsky center shopping center is located on nevsky prospect , st petersburg s high street , next to the vosstaniya square underground station , in the immediate vicinity of moscow station"
neutral,"as of july 2 , 2007 , the market cap segments will be updated according to the average price in may 2007"
positive,in addition the deal includes a call option which will enable maritim food as to increase its holding in sandanger as to 51 % in the future
neutral,"community gardening has become a popular activity , especially to raise vegetables"
positive,rautaruukki corporation stock exchange release 3 december 2009 at 12 noon ruukki s construction and engineering divisions are to further improve and adjust their operations in finland
negative,"metso foundries jyvaskyla , inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in jyvaskyla , finland"
positive,hearst will be able to consolidate about 20 % of all russian market for advertising in press after the purchase
positive,"besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , paavel said"
positive,"this new_deal has strengthened the partnership from telemig celular and tecnomen , which it has started since the beginning of telemig s prepaid operations"
neutral,"the group posted net_sales of 35.3 mln euro $ 46.5 mln and an operating_profit of 760 , 000 euro $ 1.0 mln in 2005"
neutral,connectivity services include outsourced scan and capture which transfers paper invoices into electronic format and basware business transactions service enables the customer to receive and send invoices in an electronic format
positive,"o leary s material handling services , located in perth , is the leading company in western australia that supplies , installs and provides service for tail lifts"
negative,export declined by 6 percent to 16.4 million liters
neutral,"in addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements"
neutral,"in the second quarter of 2009 , net_sales through operator business partners represented 47 % of the group s total net_sales"
neutral,"the bond , with a maturity of five years , is part of the bank s domestic bond program"
positive,"it rose by 15.7 % and by 24.8 % in finland and abroad , respectively , to eur 7 million and eur 4.2 million , due to a 40 % growth in russia"
negative,emsa deputy chairman of the board juri lember told bns on wednesday that this was the first time he heard about the strike as the swedish side had not informed the estonian union yet
negative,"operating_profit , excluding non-recurring items , totaled eur 0.2 mn , down from eur 0.8 mn in the corresponding period in 2006"
neutral,"the repayment of eur 105 million debenture bonds is related to the company s previous announcement on october 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds"
neutral,"france t+ l+ com spent more time studying teliasonera than other potential takeover targets because it has a shareholder that wants to sell , pellissier said"
neutral,4 february 2011 - finnish privacy and security software developer tectia oyj ( hel : tec 1 v ) said wednesday it has set up two strategic business units - managed security and mobile authentication
positive,at the same time i am delighted by the fact that we were able to accomplish the organization with our own team members
positive,"finnish it consultancy satama interactive oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net_loss of 462 , 000 euro $ 664 , 000 for the same period of 2006"
positive,"uponor made an operating_profit of eur 151.0 mn , up from eur 143.7 mn , which made 2007 a record year"
neutral,"yara suomi ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection"
neutral,"capman , the stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector"
neutral,the german subsidiary will produce software development services for ixonos telecommunications business unit s client projects
neutral,it s very difficult to become a google analytics channel partner
negative,l & t s net profit for the whole 2010 dropped to eur 36 million from eur 45 million for 2009
neutral,"as earlier reported , nokian tyres is building a plant in the town of vsevolozhsk in russia s leningrad region with an annual production capacity of 4 million tires"
neutral,"cargotec s share capital after the increase totals eur 64 , 299 , 180"
neutral,the extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits ( tmls ) for their ore grades
positive,"speaking to just-drinks today , a spokesperson for olvi said : we have performed very well in all four countries we operate in - namely , finland , estonia , latvia and lithuania . @ positive sports equipment sales also progressed well owing to the prolonged winter season"
negative,aspocomp has a large factory in china and a factory building project in india that was halted due to financing problems
positive,"however , simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , orion added"
neutral,the availability of the internet services is highlighted in the service offer of kesko s k-group stores
neutral,"m-real corporation stock exchange announcement 29 september 2006 at 4.15 p.m. kyro corporation and m-real corporation , a metsaliitto group subsidiary , have agreed on an arrangement which gives m-real option to purchase the kyroskoski natural gas powerplant from kyro"
neutral,the company also said that the deployment of the danish 4 g network continues and it expects to cover 75 % of the danish population in 2011
positive,operating_profit increased by 145.1 % to eur 8.3 mn from eur 3.4 mn
neutral,the exercise price of the option will be based on safran software solutions license and maintenance sales as well as the result of the company
neutral,"it is the first oil company to join rspo and commits fully to sustainable sourcing of feedstocks for the production of its nexbtl biodiesel , it said"
neutral,ms laakso will be responsible for hkscan s hr functions and for their development in all of the group smarket areas
negative,net_sales dropped by 6 % year-on-year to eur 11.9 million
positive,"equity ratio was 60.9 % compared to 54.2 % in the third quarter of 2007 , net_sales of the frozen foods business totaled eur 11.0 , up by about 5 % from the third quarter of 2006"
neutral,"through the new production lines at the novator mill in veliky ustjug , vologda oblast , sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market"
positive,m-real s sales are expected to have increased by 4 % year-on-year to eur 609 m in the second quarter of 2010
neutral,"swedish , finnish and danish listed companies are organized in three market cap segments , nordic large cap , mid cap and small cap"
positive,"helsinki ( afx ) - retail and wholesale group kesko reported net_sales of 659.4 mln eur for february , an increase of 10.8 pct year-on-year"
negative,"operating_loss totalled eur 0.3 mn , down from a profit of eur 5.1 mn in the first half of 2009"
positive,"nokia bought chicago-based navteq in 2008 , acquiring a maps database to compete with google s maps as well as with navigation device companies such as tomtom nv and garmin ltd ."
neutral,"the hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal"
positive,return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005
neutral,"m-real said there are no grounds for the rumors , which have been circulating in the market for some months . @ neutral nastola , axe 14 jobs 16 february 2010 - finnish wood products technology firm raute oyj hel : rutav said today that it will transfer to nastola , southern finland , the production of its jyvaskyla plant , which will affect 14 people"
neutral,"among other industrial stocks , metso added 0.53 pct to 40.04 eur , wartsila b was down 0.77 pct at 47.87 eur and rautaruukki k was 1.08 pct lower at 37.56 eur"
positive,"in a release , the company said that vocollect t 2 customers in north america can now take advantage of its voice directed warehousing solution and increase warehouse efficiency and productivity gains at a discounted price"
positive,"w+ rtsil+ s solution has been selected for its low fuel consumption , environmentally sound technology , and global service support"
neutral,the orders are part of a long-term development plan of latvijas finieris
neutral,e s building system service had revenue of eur 355 mln in 2007
positive,etteplan targets to employ at least 20 people in borl+ nge
neutral,the construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010
neutral,"the money will be spread mainly over 2011 and 2012 , the company said"
positive,"the previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said"
positive,"last year , finnair recorded a 32.6 -percent growth on the asian sector , carrying more than 1.10 million passengers between the two continents . @ positive the lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients"
neutral,"only l+ nnen tehtaat showed a loss , but it has only recently started streamlining measures"
positive,operating income rose to eur 696.4 mn from eur 600.3 mn in 2009
positive,"the broker has initiated both palfinger ag and konecranes oyj with buy recommendations , with 51 and 42 eur price targets respectively"
positive,talvivaara also maintains its assumption of turning cash_flow positive before the year end
neutral,"the method utilises waterborne ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer"
neutral,under the terms of this agreement lextel group has committed to an opening order of eur 3.75 m for benefon mobile units to be co-branded with capitel for the china market
neutral,the order also includes start-up and commissioning services
neutral,the new shares will provide the shareholders with full shareholder rights
positive,ceo of the company tarmo noop said the growth in the sale of premium beers was the biggest
neutral,the dividend will come on top of the 0.45 eur on a shares and 0.43 on k shares it has already paid on last year s accounts
neutral,the value of the order is around eur 100 million
positive,the iso certification demonstrates that we are moving forward in our quality commitments to our customers . @ positive the offer represents a premium of 24 % over the stock s closing price on friday
neutral,"the market making in accordance with the agreement will begin on september 24 , 2009"
neutral,"as an alternative to the share exchange , panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share"
negative,earnings per share eps in 2005 decreased to eur 0.66 from eur 1.15 in 2004
neutral,the building will house product development and test laboratories
neutral,an appeal concerning the project has been lodged at the czech ministry of the environment
neutral,its 168 asset management experts manage assets worth over eur 35 billion
positive,"finnish energy company fortum oyj said on november 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power chp plant in vartan harbor in eastern stockholm"
negative,"konecranes oyj kcr 1 v fh fell 5.5 percent to 20.51 euros , the biggest fall since june"
negative,"antti orkola , president of kemira growhow s industrial solutions unit , told thomson financial news the company has put off opening the mine as prices of phosphate have been quite depressed for a long time . @ negative applying for summer work is seen as laborious and stressful"
neutral,"if honkarakenne starts production there , it will need a partner for sawmill operations"
neutral,"in the next few years , the ict sector s share of electricity consumption will be raised by the increase in the popularity of smartphones"
positive,the stock of new machines is reasonably small and new orders bring work
neutral,"the company has an annual turnover of eur 32.8 m. @ neutral the company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing"
negative,stora enso oyj said its second-quarter result would fall by half compared with the same period in 2007
neutral,"in december , amer announced the dismissal of ceo roger talermo , who had headed the company since 2006"
neutral,the company said that it has agreed to a eur 160 m unsecured credit line from lenders
neutral,incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its indian operations for 2007
positive,operating_profit improved by 39.9 % to eur 18.0 mn from eur 12.8 mn
neutral,"at the end of last week , protalix biotherapeutics inc ( amex : plx ) published a prospectus for a first offering on amex of about 5 % of its share capital"
neutral,gypsii service supports ten different languages including korean and russian
neutral,the company will be part of teleste s video and broadband solutions business area
neutral,the profit after taxes was eur 57.7 11.1 million
negative,"salcomp oyj , the finnish maker of mobile phone chargers , monday posted a eur 1.49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year"
neutral,the total emissions reduction from 1999 to 2017 will be thus 41 %
neutral,finnlines said that the deal is part of its strategy to focus on its core businesses
positive,demand for sports equipment was good in 2005
neutral,jacobs has been supporting storengy s investment of developing storage sites since 2006 as owner s engineer
neutral,the moscow metro ( www.mosmetro.ru ) was the first metro system in europe to implement smart cards together with a new type of magnetic card in 1998
neutral,the unit is planned to be operational during the second half of 2007 and in full stream in 2008
positive,"the dutch broker noted that nokian tyres reported a good first quarter in 2006 , above or in line with consensus"
neutral,the company is presently examining whether the project would be financially feasible
neutral,"the markets are almost completely controlled by three banks : nordea , op bank group , and sampo"
neutral,the company s main shareholders lihakunta and itikka osuuskunta have both made a commitment to acquire shares worth eur 20 mn
neutral,the cranes would be installed onboard two freighters ordered by singaporean ship owner masterbulk
negative,stora chief executive jouko karvinen has described the russian tariff hikes as a threat to the future of the forest products industry in finland
neutral,the issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities
negative,"jul . 18 -- police are looking for a man who they say terrorized three males at gunpoint on east maple avenue this afternoon , shooting one of them and kidnapping another"
neutral,shuweihat 2 got under way in july 2008 when the project was awarded to desalination and power contractors
neutral,finnish electrical components maker salcomp oyj ( hel : sal 1 v ) announced today the launch of its latest twist charger platform
neutral,the fine print is here
neutral,"the group owns and operates a fleet of more than 800 dwt , while container capacity is 17 , 000 teus , and manages a diversified fleet of its own railway rolling stock of over 17 , 000 units"
neutral,"in 2007 , contempus generated revenue of nok 69.3 ( approx"
neutral,"schwalm ( at ) outotec.com eila paatela , vice president - corporate communications tel . +358 20529 2004 , mobile +358 400817198 e-mail eila"
neutral,viking line and stx finland said on monday that there were plans to build a 240 million euro ferry that would be launched on the turku-stockholm route in spring 2013
neutral,the phones are targeted at first time users in growth markets
neutral,"the add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with metso drive controls"
neutral,the company also said that its board of directors has proposed a profit distribution of eur 0.92 per share
neutral,"the outsourcing agreement , which covers equipment and depots in turku and tampere , will run for five years , cramo said on thursday"
