,sentiment,text,confidence
12240,neutral," The money will be spread mainly over 2011 and 2012 , the company said",0.5
12241,neutral," The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree",0.5
12242,neutral, The new activity will incur an investment of about 5 MEUR,0.5
12243,neutral," The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission",0.5
12244,neutral," The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc.",0.5
12245,neutral, The new organization consists of two business units : Charging & Messaging and Finance & Administration,0.5
12246,neutral, The new SEPA cads will replace Finnish bank cards,0.5
12247,neutral," The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network",0.5
12248,neutral," The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine",0.5
12249,neutral," The order includes a new Crecent former , headbox , and reel",0.5
12250,neutral, The output of the contracts totals 72 MWe,0.5
12251,neutral," The parties have agreed not to disclose the price of the deal , the group said in a press release",0.5
12252,neutral, The parties have agreed not to disclose the transaction value,0.5
12253,neutral," The payment date is March 25 , 2010",0.5
12254,neutral, The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility,0.5
12255,neutral," The platform is based built on Intel s second-generation MID platform , called Moorestown",0.5
12256,neutral," The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue",0.5
12257,neutral, The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting,0.5
12258,neutral, The purchase sum is about EUR 10mn US$ 12.97 mn,0.5
12259,neutral," The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden",0.5
12260,neutral, The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands,0.5
12261,neutral," The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines",0.5
12262,neutral, The restructuring measures will not affect the production of packaging printing material,0.5
12263,neutral," The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October",0.5
12264,neutral," The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates",0.5
12265,neutral," The sale will be finalized in September or October , the company said",0.5
12266,neutral," The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares",0.5
12267,neutral," The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights",0.5
12268,neutral," The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping",0.5
12269,neutral, The ship unloader is totally enclosed along the entire conveying line to the storage facilities,0.5
12270,neutral, The site will cover over six hectares,0.5
12271,neutral," The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said",0.5
12272,neutral, The transaction will take place without payment of merger consideration,0.5
12273,neutral, The unit is planned to be operational during the second half of 2007 and in full stream in 2008,0.5
12274,neutral," The wireless industry is bracing itself for the iPhone , which will launch on June 29",0.5
12275,neutral, Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there,0.5
12276,neutral," There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously",0.5
12277,neutral," There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows",0.5
12278,neutral, They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi,0.5
12279,neutral, This is the company 's first contract abroad,0.5
12280,neutral, This release is not an offer of securities for sale into the United States or elsewhere,0.5
12281,neutral, This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM,0.5
12282,neutral," Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market",0.5
12283,neutral," Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services",0.5
12284,neutral," Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States",0.5
12285,neutral, Two other sites will be included later on,0.5
12286,neutral," Under a preliminary estimation , the technology park will measure about 50,000 square meters",0.5
12287,neutral," Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six",0.5
12288,neutral, Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis,0.5
12289,neutral, W+ñrtsil+ñ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region,0.5
12290,neutral, Valga Lihatoostus markets its products under the Maks & Moorits trademark,0.5
12291,neutral," We know that it exists , '' Artemyev said",0.5
12292,neutral, We offer our customers solutions based on renewable raw materials,0.5
12293,neutral," When dialing in , the participants should quote 877417 as conference ID",0.5
12294,neutral, Work on the assignment has already started and is due for completion in spring 2011,0.5
12295,neutral," Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017",0.5
12296,neutral, Yvonne Jones is owner of Chameleon Interiors,0.5
12297,neutral, ZAO YIT Moskovia builds housing in Moscow and its surrounding cities,0.5
12298,neutral," BAWAG - Is to issue a benchmark , covered deal",0.5
12299,neutral," JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil",0.5
12300,neutral," Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010",0.5
12301,neutral," Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement",0.5
12302,neutral," Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007",0.5
12303,neutral, ` Nordic infrastructure construction is one of our strategic growth areas,0.5
12304,neutral, ` Pulp and paper industries are growing in countries like China and Russia,0.5
12305,neutral," ` Sanoma is a buyer not a target , ' he said",0.5
12306,neutral," `` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said",0.5
12307,neutral," `` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday",0.5
12308,neutral, `` It wo n't happen overnight,0.5
12309,neutral, `` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand,0.5
12310,neutral, `` Serving customers locally is one of the cornerstones of customer focus for us,0.5
12311,neutral," `` We have become convinced that we can do that very quickly , '' he told Finnish business reporters",0.5
12312,neutral," `` We know there are some of our own people out there . ''@neutral +£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor",0.5
12313,neutral," 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details",0.5
12314,neutral, 25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m,0.5
12315,neutral, 26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions,0.5
12316,neutral, 26 November 2010 - Finnish sports-equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today it has obtained a EUR30m Schuldschein note loan from a pool of international investors,0.5
12317,neutral," 3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday",0.5
12318,negative, 55 workers in +àm+Ñl will be affected by the close-down,0.5
12319,neutral," A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain",0.5
12320,neutral, A few employees would remain at the Oulu plant in support functions for other group units,0.5
12321,neutral, A huge issue for us is the button placement,0.5
12322,neutral, A merger between UPM and Finnish-Swedish Stora Enso is not likely either,0.5
12323,neutral, A paper mill in the central Maine town of Madison soon will have a new owner,0.5
12324,neutral, A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010,0.5
12325,neutral," A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A",0.5
12326,neutral," A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999",0.5
12327,neutral," A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999",0.5
12328,neutral," ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million )",0.5
12329,neutral," According to preliminary information by the Finnish Forest Industries Federation , imports of roundwood to Finland increased to about 20 million m3 in 2005 , representing an increase of 15 % from 2004",0.5
12330,negative, Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia,0.5
12331,neutral," Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings",0.5
12332,neutral, Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009,0.5
12333,neutral, Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering,0.5
12334,neutral," Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year",0.5
12335,neutral, Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007,0.5
12336,neutral, Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway,0.5
12337,neutral, Finnish stainless steel manufacturer Outokumpu in Degefors is planning to recruit new engineers in order to meet a retirement wave over the next few years,0.5
12338,neutral," Finnish W+ñrtsil+ñ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia",0.5
12339,negative," In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions",0.5
12340,neutral," Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl",0.5
12341,neutral," Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene",0.5
12342,negative," Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland",0.5
12343,negative," Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily",0.5
12344,neutral," Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+ñnge , by the turn of the month March-April 2008",0.5
12345,neutral," The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties",0.5
12346,neutral," According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn",0.5
12347,neutral," According to Heikkil+ñ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland",0.5
12348,neutral," According to HK Ruokatalo , almost all the meat used by the company comes from Finland",0.5
12349,neutral," According to L+ñnnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does",0.5
12350,neutral," According to Olvi , the company is already negotiating new agreements",0.5
12351,neutral," According to Saarioinen 's Managing Director Ilkka M+ñkel+ñ , the food industry sector has a significant excess of production machinery",0.5
12352,neutral, According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly,0.5
12353,neutral, Activities range from the development of natural resources to the retailed marketing of finished products,0.5
12354,neutral," Additionally , information on business segments , competitors and future outlook are provided",0.5
12355,negative," Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts",0.5
12356,neutral," Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard",0.5
12357,neutral, Affecto has participated in the program for the development of the Norwegian pension system since 2007,0.5
12358,neutral," Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system",0.5
12359,neutral, AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries,0.5
12360,neutral, After 1 April 2007 Cencorp will not have any own employees in the territory,0.5
12361,neutral," After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn",0.5
12362,neutral," After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services",0.5
12363,neutral," After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper",0.5
12364,neutral," After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 %",0.5
12365,neutral," After the transaction , Tikkurila has no powder coatings related operations",0.5
12366,neutral," Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time",0.5
12367,neutral," AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis",0.5
12368,neutral, Aktia forecasts Finland 's inflation at 1.1 % in 2010,0.5
12369,neutral, Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems,0.5
12370,neutral," Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options",0.5
12371,neutral," ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter",0.5
12372,neutral," ALEXANDRIA , Va. , Dec. 19 -- United States Patent no. 7,853,620 , issued on Dec. 14 , was assigned to Nokia Corp. ( Espoo , Finland )",0.5
12373,neutral," ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland )",0.5
12374,neutral," ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. )",0.5
12375,neutral," ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press",0.5
12376,neutral," ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device",0.5
12377,neutral," ALEXANDRIA , Va. , Oct. 23 -- Hans-Otto Scheck of Espoo , Finland , has developed a method of identifying remote radio units in a communication system",0.5
12378,neutral," ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland )",0.5
12379,neutral," Alma Media Corporation Press Release 15 March 2010 TYRVAAN SANOMAT AND PAIKALLISSANOMAT BEING BOUGHT BY SUOMEN PAIKALLISSANOMAT Two local papers , Tyrvaan Sanomat and Paikallissanomat , appearing in Sastamala and its neighbouring municipalities , are to be bought by Suomen Paikallissanomat Oy",0.5
12380,neutral," Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy",0.5
12381,neutral," Also Finnish Industry Investment , a government-owned investment company , will participate in the project",0.5
12382,neutral," Also in Latvia , we act as a partner for bakery customers in both production and product development",0.5
12383,neutral," Also Ruukki Construction , Rautaruukki 's construction division , is initiating employer-employee negotiations at its sites in Alaj+ñrvi , Vimpeli and Per+ñsein+ñjoki in Finland",0.5
12384,negative," Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation",0.5
12385,neutral," Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg",0.5
12386,neutral," Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full",0.5
12387,neutral," An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for 27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan",0.5
12388,neutral, An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007,0.5
12389,neutral, An EU law on the issue may be introduced around 2010,0.5
12390,positive," And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin",0.5
12391,neutral, Another firm Air Liquide was exempted because it left the market in 1998,0.5
12392,neutral," Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don",0.5
12393,neutral," Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said",0.5
12394,neutral, Arena Partners Oy is a development company for electronic business,0.5
12395,neutral," As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal",0.5
12396,negative," As a result , the company has decided it will implement fixed-term temporary lay-offs",0.5
12397,negative," As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories",0.5
12398,negative," As a result of the negotiations , the amount of employment contracts to be terminated is 13",0.5
12399,negative," As a result of the negotiations , the company will terminate total 5 employment contracts",0.5
12400,neutral," As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007",0.5
12401,neutral," As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland",0.5
12402,neutral," As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008",0.5
12403,neutral," As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd.",0.5
12404,neutral, Aspo 's Group structure and business operations are continually developed without any predefined schedules,0.5
12405,neutral, Aspo serves demanding business-to-business customers,0.5
12406,neutral," Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville",0.5
12407,neutral," At some point , it will spread also to Iran and Iraq",0.5
12408,neutral," At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital",0.5
12409,neutral," At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn",0.5
12410,neutral," At the moment , there are approximately 20 Vianor sales offices in Russia",0.5
12411,neutral, Automation makes it possible to conduct several tests simultaneously,0.5
12412,neutral," Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR",0.5
12413,neutral," Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler",0.5
12414,neutral, Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format,0.5
12415,neutral, Basware finances the acquisition with a bank loan,0.5
12416,neutral," BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite",0.5
12417,neutral," BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite",0.5
12418,neutral, Basware offers full support for all SAP versions starting from SAP 4.5,0.5
12419,neutral," Beef imports fell slightly from 2006 , to 14mn kilos",0.5
12420,neutral, Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK,0.5
12421,neutral," Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital",0.5
12422,neutral, Bluewin Security is available as a monthly subscription,0.5
12423,neutral," Blyk is launching first in the UK market in mid-2007 , with other markets to follow",0.5
12424,neutral," Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance",0.5
12425,neutral, Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London,0.5
12426,neutral," Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago",0.5
12427,neutral, Capital base and capital adequacy measurement is based on approaches under Basel II,0.5
12428,neutral," CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital",0.5
12429,neutral," CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area",0.5
12430,neutral," Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911",0.5
12431,neutral," Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move",0.5
12432,neutral," Cencorp would focus on the development , manufacture and marketing of standard products for production automation",0.5
12433,neutral, Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process,0.5
12434,neutral, Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color,0.5
12435,neutral, Closing of such transaction took place today,0.5
12436,neutral," Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights",0.5
12437,neutral," Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights",0.5
12438,neutral, com and possibly also through photo-msn,0.5
12439,neutral," Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense",0.5
12440,neutral, COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively,0.5
12441,neutral, Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format,0.5
12442,positive, Consumption is forecast to grow by about 2 %,0.5
12443,neutral," Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed@neutral Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed@neutral Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed@neutral Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space",0.5
12444,neutral," Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space",0.5
12445,positive, credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks,0.5
12446,neutral," CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said",0.5
12447,neutral," Currently , the plant operates on full capacity",0.5
12448,neutral, Danske Bank is Denmark 's largest bank with 3.5 million customers,0.5
12449,neutral, Decisions are to be made as quickly as possible,0.5
12450,neutral, Deliveries by Outotec will take place over 30 months,0.5
12451,neutral," Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006",0.5
12452,neutral, Delivery is due in the second half of 2011,0.5
12453,neutral," Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall",0.5
12454,neutral," Depending on the market situation , such projects are sold after 1 to 3 years after completion",0.5
12455,positive," Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries",0.5
12456,negative," Due to market conditions , the company will also temporarily lay off about 3,200 people at different sites",0.5
12457,neutral," Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts",0.5
12458,neutral," During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them",0.5
12459,neutral, Efore has decided to establish a company for eletric vehicle ( EV ) business in China,0.5
12460,neutral," Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region",0.5
12461,neutral," Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET )",0.5
12462,neutral, Electricity consumption grows with higher frequencies,0.5
12463,neutral, Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn,0.5
12464,neutral," Elsewhere , the tendency is towards more developed packaging than before",0.5
12465,neutral," Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009",0.5
12466,neutral, Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks,0.5
12467,neutral," Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila",0.5
12468,positive, Etteplan targets to employ at least 20 people in Borl+ñnge,0.5
12469,neutral, EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes,0.5
12470,neutral," Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot",0.5
12471,neutral, Feed companies Suomen Rehu and Raisio do no import GMO feed,0.5
12472,neutral," Financial , strategic and operational factors are considered",0.5
12473,neutral, Financial details were not disclosed,0.5
12474,neutral, Financial details were n't disclosed,0.5
12475,neutral, Financial terms were not disclosed,0.5
12476,neutral, Financial terms were n't disclosed,0.5
12477,neutral," Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki",0.5
12478,neutral," Finland-based companies , L+ñnnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia",0.5
12479,neutral," Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum",0.5
